172,,,4,45.773881,4.81182,"20 Quai Joseph Gillet, Lyon 4eme",,,1305,"Tabac MOUTON VARINARD","tabac mouton varinard"
173,,,4,45.777501,4.820297,"2 Rue Dangon, Lyon 4eme",,,1306,"Tabac FERRAND Jean","tabac ferrand jean"
174,,,4,45.758135,4.846426,"54 Rue Moncey, Lyon 3eme",,,1308,"Tabac VALCHER Thierry","tabac valcher thierry"
175,,,4,45.761094,4.849406,"87 Rue Moncey, Lyon 3eme",,,1309,"Tabac PAVARD Dominique","tabac pavard dominique"
176,,,4,45.743734,4.878531,"64 Rue Professeur Florence, Lyon 3eme",,,1310,"Tabac Tabac des Facultes","tabac tabac des facultes"
177,,,4,45.773978,4.823831,"83 Boulevard De La Croix Rousse, Lyon 4eme",,,1311,"Tabac GRAMUSSET Nicolas","tabac gramusset nicolas"
178,,,4,45.778691,4.840648,"37 Cours D Herbouville, Lyon 4eme",,,1312,"Tabac CELICE Frederique (S.N.C.)","tabac celice frederique s n c"
179,,,4,45.750652,4.864813,"15 Rue Du Dauphine, Lyon 3eme",,,1314,"Papeterie MICHEL Marie Ange","papeterie michel marie ange"
180,,,4,45.759668,4.842632,"35 Cours De La Liberte, Lyon 3eme",,,1315,"Tabac WEYMER Georges","tabac weymer georges"
181,,,4,45.749982,4.886318,"74 Cours Docteur Long, Lyon 3eme",,,1316,"Papeterie LEGRAND Annie","papeterie legrand annie"
182,,,4,45.755678,4.842664,"13 Cours Gambetta, Lyon 3eme",,,1317,"Tabac CROUX Philippe","tabac croux philippe"
183,,,4,45.763506,4.852686,"130 Cours Lafayette, Lyon 3eme",,,1318,"Papeterie JACQUEMET Dominique","papeterie jacquemet dominique"
184,,,4,45.753629,4.891122,"49 Cours Richard Vitton, Lyon 3eme",,,1319,"Tabac COTTERLI Christian","tabac cotterli christian"
185,,,4,45.75496,4.844224,"4 Place Gabriel Peri, Lyon 3eme",,,1320,"Tabac CARUSO Lionel","tabac caruso lionel"
186,,,4,45.755211,4.826912,"6 Rue Vaubecour, Lyon 2eme",,,1323,"Tabac OUNDJIAN  Hak","tabac oundjian hak"
187,,,4,45.75336,4.868914,"47 Avenue Lacassagne, Lyon 3eme",,,1324,"Papeterie ZIELENIUK Francois","papeterie zieleniuk francois"
188,,,4,45.744576,4.822082,"60 Cours Charlemagne, Lyon 2eme",,,1326,"Tabac BOURGEOIS Daniel","tabac bourgeois daniel"
189,,,4,45.750308,4.828776,"14 Place Carnot, Lyon 2eme",,,1327,"Tabac NARS Alain","tabac nars alain"
190,,,4,45.751688,4.828599,"5 Place Carnot, Lyon 2eme",,,1328,"Tabac BONNET Jean Pierre","tabac bonnet jean pierre"
191,,,4,45.758082,4.834625,"1 Place Le Viste, Lyon 2eme",,,1329,"Papeterie OTTAVIANI","papeterie ottaviani"
192,,,4,45.753051,4.830369,"37 Rue Auguste Comte, Lyon 2eme",,,1330,"Tabac FLECHET Patrick","tabac flechet patrick"
193,,,4,45.752141,4.831372,"33 Rue De La Charite, Lyon 2eme",,,1331,"Tabac FABRE Bernard","tabac fabre bernard"
194,,,4,45.766478,4.836205,"7 Rue De La Republique, Lyon 1er",,,1332,"Tabac FAVIER","tabac favier"
195,,,4,45.77084,4.833443,"21 Rue Pouteau, Lyon 1er",,,1333,"Tabac HASSABOU Mustapha","tabac hassabou mustapha"
196,,,4,45.767928,4.834083,"20 Rue Romarin, Lyon 1er",,,1334,"Tabac KARCHOUNI Youssef","tabac karchouni youssef"
197,,,4,45.767814,4.833641,"4 Place Des Terreaux, Lyon 1er",,,1335,"Tabac BASTE Claude","tabac baste claude"
198,,,4,45.726839,4.811467,"260 Chemin De Fontanieres, La Mulatiere",,,1336,"Papeterie BERNIER Pierre","papeterie bernier pierre"
199,,,4,45.743512,4.874021,"133 Avenue Des Freres Lumiere, Lyon 8eme",,,1339,"Tabac MARTINEZ  Christian","tabac martinez christian"
